,promo_id,promo_cat,promo_discount,start_date,end_date,promo_prods,promo_stores,BX
383,383,2,0.1,44,45,440,17,0
383,383,1,0.25,44,45,498,67,0
383,383,1,0.25,44,45,82,45,0
383,383,1,0.25,44,45,626,29,0
383,383,2,0.1,44,45,635,8,0
383,383,0,0.5,44,45,342,42,0
383,383,3,0.25,44,45,655,80,3
383,383,1,0.25,44,45,35,95,0
383,383,3,0.25,44,45,307,10,3
383,383,1,0.25,44,45,338,49,0
383,383,1,0.25,44,45,665,39,0
383,383,2,0.1,44,45,291,60,0
383,383,2,0.1,44,45,172,61,0
383,383,2,0.1,44,45,167,24,0
383,383,3,0.33,44,45,393,30,2
383,383,1,0.25,44,45,439,56,0
383,383,1,0.25,44,45,56,72,0
383,383,1,0.25,44,45,455,5,0
383,383,2,0.1,44,45,322,2,0
383,383,1,0.25,44,45,614,19,0
383,383,1,0.25,44,45,658,13,0
383,383,1,0.25,44,45,546,79,0
384,384,2,0.1,10,11,354,48,0
384,384,2,0.1,10,11,64,86,0
384,384,2,0.1,10,11,443,39,0
384,384,2,0.1,10,11,468,66,0
384,384,3,0.25,10,11,667,69,3
384,384,0,0.5,10,11,300,27,0
384,384,0,0.5,10,11,102,90,0
385,385,1,0.25,19,20,334,66,0
386,386,2,0.1,145,146,0,98,0
386,386,2,0.1,145,146,578,9,0
386,386,2,0.1,145,146,317,26,0
386,386,0,0.5,145,146,184,51,0
386,386,1,0.25,145,146,582,71,0
386,386,2,0.1,145,146,366,4,0
386,386,1,0.25,145,146,497,89,0
387,387,2,0.1,141,142,71,11,0
387,387,3,0.33,141,142,643,85,2
387,387,1,0.25,141,142,661,84,0
387,387,2,0.1,141,142,333,57,0
387,387,2,0.1,141,142,688,40,0
387,387,2,0.1,141,142,573,87,0
387,387,3,0.33,141,142,12,95,2
387,387,1,0.25,141,142,601,17,0
387,387,0,0.5,141,142,218,44,0
387,387,1,0.25,141,142,284,78,0
387,387,2,0.1,141,142,2,71,0
387,387,0,0.5,141,142,179,98,0
387,387,2,0.1,141,142,44,74,0
387,387,2,0.1,141,142,382,14,0
387,387,2,0.1,141,142,594,54,0
387,387,3,0.33,141,142,571,76,2
387,387,2,0.1,141,142,564,79,0
387,387,2,0.1,141,142,374,61,0
387,387,0,0.5,141,142,61,32,0
388,388,0,0.5,109,110,426,43,0
388,388,2,0.1,109,110,599,26,0
388,388,2,0.1,109,110,550,6,0
388,388,2,0.1,109,110,328,48,0
388,388,2,0.1,109,110,158,39,0
388,388,2,0.1,109,110,483,78,0
388,388,4,0.39,109,110,632,20,0
388,388,2,0.1,109,110,549,72,0
388,388,1,0.25,109,110,588,57,0
388,388,4,0.06,109,110,149,91,0
389,389,1,0.25,71,72,27,33,0
389,389,1,0.25,71,72,189,24,0
389,389,0,0.5,71,72,411,27,0
389,389,2,0.1,71,72,453,59,0
389,389,1,0.25,71,72,397,95,0
389,389,0,0.5,71,72,594,4,0
389,389,2,0.1,71,72,335,54,0
389,389,3,0.25,71,72,485,96,3
389,389,1,0.25,71,72,609,90,0
389,389,2,0.1,71,72,129,48,0
389,389,3,0.25,71,72,474,7,3
389,389,1,0.25,71,72,506,69,0
389,389,1,0.25,71,72,494,99,0
389,389,2,0.1,71,72,137,13,0
389,389,2,0.1,71,72,232,20,0
389,389,1,0.25,71,72,359,2,0
389,389,2,0.1,71,72,649,8,0
389,389,1,0.25,71,72,4,63,0
389,389,0,0.5,71,72,70,88,0
389,389,0,0.5,71,72,475,57,0
389,389,1,0.25,71,72,257,84,0
389,389,2,0.1,71,72,231,55,0
389,389,2,0.1,71,72,639,37,0
389,389,0,0.5,71,72,20,67,0
389,389,2,0.1,71,72,99,39,0
389,389,2,0.1,71,72,696,11,0
389,389,1,0.25,71,72,648,42,0
389,389,2,0.1,71,72,678,17,0
390,390,2,0.1,28,29,536,74,0
390,390,2,0.1,28,29,501,97,0
390,390,0,0.5,28,29,394,4,0
390,390,1,0.25,28,29,377,16,0
390,390,3,0.25,28,29,498,52,3
391,391,3,0.25,65,66,418,12,3
391,391,2,0.1,65,66,631,84,0
391,391,2,0.1,65,66,416,68,0
391,391,2,0.1,65,66,280,21,0
392,392,1,0.25,153,154,387,68,0
392,392,0,0.5,153,154,677,41,0
392,392,2,0.1,153,154,676,75,0
392,392,1,0.25,153,154,318,16,0
392,392,2,0.1,153,154,42,43,0
392,392,2,0.1,153,154,197,26,0
392,392,1,0.25,153,154,232,21,0
392,392,1,0.25,153,154,394,85,0
392,392,4,0.33,153,154,113,33,0
392,392,1,0.25,153,154,400,82,0
392,392,1,0.25,153,154,338,28,0
392,392,1,0.25,153,154,366,63,0
392,392,2,0.1,153,154,657,79,0
392,392,4,0.18,153,154,272,15,0
392,392,0,0.5,153,154,288,52,0
393,393,2,0.1,103,104,206,52,0
393,393,1,0.25,103,104,376,9,0
393,393,1,0.25,103,104,413,60,0
393,393,2,0.1,103,104,161,29,0
393,393,2,0.1,103,104,342,2,0
393,393,2,0.1,103,104,242,11,0
393,393,2,0.1,103,104,103,75,0
393,393,2,0.1,103,104,117,50,0
393,393,2,0.1,103,104,98,77,0
393,393,2,0.1,103,104,624,23,0
393,393,2,0.1,103,104,126,21,0
393,393,2,0.1,103,104,660,99,0
393,393,2,0.1,103,104,144,7,0
393,393,1,0.25,103,104,445,35,0
393,393,1,0.25,103,104,257,86,0
393,393,0,0.5,103,104,385,87,0
393,393,1,0.25,103,104,659,61,0
393,393,2,0.1,103,104,698,69,0
393,393,0,0.5,103,104,84,30,0
393,393,1,0.25,103,104,408,55,0
393,393,2,0.1,103,104,191,98,0
393,393,2,0.1,103,104,220,80,0
393,393,2,0.1,103,104,56,26,0
393,393,2,0.1,103,104,371,18,0
393,393,2,0.1,103,104,172,82,0
393,393,2,0.1,103,104,393,47,0
393,393,1,0.25,103,104,651,3,0
393,393,2,0.1,103,104,580,6,0
394,394,2,0.1,118,119,114,11,0
394,394,2,0.1,118,119,177,69,0
394,394,0,0.5,118,119,614,52,0
394,394,2,0.1,118,119,66,70,0
394,394,2,0.1,118,119,434,59,0
394,394,1,0.25,118,119,172,27,0
394,394,1,0.25,118,119,137,68,0
394,394,1,0.25,118,119,363,90,0
394,394,2,0.1,118,119,35,49,0
394,394,3,0.33,118,119,224,85,2
394,394,2,0.1,118,119,115,80,0
394,394,2,0.1,118,119,484,29,0
394,394,2,0.1,118,119,0,57,0
394,394,1,0.25,118,119,31,4,0
394,394,2,0.1,118,119,34,93,0
395,395,1,0.25,106,107,57,42,0
395,395,0,0.5,106,107,566,72,0
396,396,1,0.25,41,42,235,96,0
396,396,2,0.1,41,42,415,18,0
396,396,1,0.25,41,42,141,80,0
396,396,1,0.25,41,42,114,48,0
396,396,1,0.25,41,42,421,15,0
396,396,2,0.1,41,42,78,38,0
396,396,2,0.1,41,42,653,67,0
396,396,1,0.25,41,42,195,86,0
396,396,1,0.25,41,42,635,63,0
396,396,2,0.1,41,42,250,72,0
396,396,0,0.5,41,42,303,35,0
396,396,3,0.5,41,42,228,2,1
396,396,2,0.1,41,42,56,36,0
396,396,2,0.1,41,42,208,7,0
396,396,2,0.1,41,42,18,54,0
396,396,2,0.1,41,42,585,33,0
396,396,2,0.1,41,42,366,76,0
396,396,2,0.1,41,42,52,44,0
396,396,2,0.1,41,42,633,87,0
396,396,2,0.1,41,42,74,9,0
396,396,1,0.25,41,42,422,17,0
396,396,3,0.33,41,42,94,8,2
396,396,2,0.1,41,42,313,25,0
396,396,2,0.1,41,42,117,6,0
397,397,3,0.25,59,60,133,9,3
397,397,2,0.1,59,60,667,8,0
397,397,1,0.25,59,60,20,45,0
397,397,1,0.25,59,60,290,48,0
397,397,2,0.1,59,60,618,99,0
397,397,1,0.25,59,60,17,96,0
397,397,2,0.1,59,60,478,58,0
397,397,2,0.1,59,60,504,72,0
397,397,1,0.25,59,60,523,5,0
397,397,1,0.25,59,60,639,42,0
397,397,1,0.25,59,60,217,77,0
397,397,1,0.25,59,60,311,28,0
397,397,1,0.25,59,60,500,16,0
398,398,3,0.25,59,60,187,6,3
398,398,1,0.25,59,60,230,31,0
398,398,4,0.0,59,60,477,68,0
398,398,2,0.1,59,60,635,96,0
398,398,2,0.1,59,60,284,19,0
398,398,2,0.1,59,60,146,23,0
398,398,2,0.1,59,60,346,36,0
398,398,2,0.1,59,60,216,21,0
398,398,2,0.1,59,60,309,85,0
398,398,4,0.08,59,60,468,48,0
398,398,1,0.25,59,60,110,80,0
398,398,1,0.25,59,60,452,46,0
398,398,1,0.25,59,60,141,89,0
398,398,0,0.5,59,60,1,87,0
398,398,1,0.25,59,60,215,98,0
398,398,4,0.0,59,60,573,40,0
398,398,2,0.1,59,60,80,8,0
398,398,2,0.1,59,60,258,65,0
398,398,2,0.1,59,60,502,95,0
399,399,1,0.25,21,22,677,5,0
399,399,4,0.03,21,22,84,77,0
399,399,1,0.25,21,22,168,15,0
399,399,2,0.1,21,22,305,82,0
399,399,1,0.25,21,22,112,28,0
399,399,1,0.25,21,22,220,9,0
399,399,1,0.25,21,22,26,90,0
399,399,4,0.21,21,22,67,54,0
399,399,2,0.1,21,22,238,13,0
399,399,1,0.25,21,22,290,63,0
399,399,2,0.1,21,22,65,34,0
399,399,2,0.1,21,22,666,89,0
399,399,4,0.29,21,22,219,45,0
399,399,1,0.25,21,22,636,31,0
399,399,2,0.1,21,22,69,71,0
399,399,0,0.5,21,22,512,52,0
399,399,1,0.25,21,22,641,60,0
399,399,1,0.25,21,22,600,8,0
399,399,2,0.1,21,22,270,56,0
399,399,2,0.1,21,22,341,79,0
399,399,2,0.1,21,22,467,11,0
399,399,1,0.25,21,22,671,78,0
399,399,2,0.1,21,22,13,30,0
399,399,3,0.33,21,22,233,91,2
399,399,2,0.1,21,22,336,69,0
400,400,1,0.25,41,42,496,51,0
400,400,2,0.1,41,42,623,60,0
400,400,3,0.25,41,42,596,86,3
400,400,1,0.25,41,42,99,82,0
400,400,3,0.25,41,42,548,97,3
400,400,2,0.1,41,42,51,77,0
400,400,3,0.33,41,42,498,42,2
400,400,2,0.1,41,42,327,55,0
400,400,3,0.33,41,42,651,32,2
400,400,2,0.1,41,42,380,83,0
400,400,3,0.25,41,42,108,73,3
400,400,1,0.25,41,42,688,26,0
400,400,3,0.25,41,42,665,13,3
400,400,3,0.33,41,42,216,18,2
400,400,1,0.25,41,42,351,66,0
400,400,2,0.1,41,42,100,98,0
400,400,2,0.1,41,42,273,37,0
401,401,2,0.1,142,143,692,47,0
401,401,0,0.5,142,143,86,97,0
401,401,1,0.25,142,143,311,42,0
401,401,1,0.25,142,143,367,59,0
401,401,1,0.25,142,143,445,1,0
401,401,2,0.1,142,143,38,25,0
401,401,1,0.25,142,143,271,8,0
401,401,3,0.33,142,143,377,37,2
401,401,0,0.5,142,143,170,77,0
401,401,2,0.1,142,143,17,45,0
401,401,1,0.25,142,143,253,44,0
401,401,2,0.1,142,143,393,58,0
401,401,1,0.25,142,143,298,62,0
402,402,0,0.5,61,62,352,50,0
402,402,1,0.25,61,62,171,66,0
402,402,4,0.39,61,62,632,55,0
402,402,2,0.1,61,62,376,14,0
402,402,4,0.15,61,62,161,38,0
402,402,4,0.1,61,62,579,99,0
402,402,1,0.25,61,62,443,72,0
402,402,1,0.25,61,62,419,90,0
402,402,2,0.1,61,62,655,92,0
402,402,2,0.1,61,62,637,46,0
402,402,2,0.1,61,62,233,48,0
402,402,3,0.25,61,62,421,60,3
402,402,2,0.1,61,62,458,34,0
402,402,2,0.1,61,62,441,88,0
402,402,1,0.25,61,62,182,75,0
402,402,2,0.1,61,62,322,74,0
402,402,1,0.25,61,62,75,86,0
403,403,1,0.25,152,153,65,19,0
403,403,4,0.42,152,153,303,63,0
403,403,2,0.1,152,153,3,12,0
403,403,0,0.5,152,153,380,84,0
403,403,1,0.25,152,153,128,22,0
403,403,1,0.25,152,153,104,37,0
403,403,1,0.25,152,153,382,51,0
404,404,2,0.1,116,117,556,32,0
404,404,2,0.1,116,117,409,80,0
404,404,3,0.25,116,117,55,2,3
404,404,2,0.1,116,117,443,75,0
404,404,0,0.5,116,117,413,27,0
404,404,2,0.1,116,117,436,64,0
404,404,2,0.1,116,117,87,52,0
404,404,1,0.25,116,117,68,74,0
404,404,2,0.1,116,117,137,29,0
404,404,2,0.1,116,117,110,60,0
404,404,0,0.5,116,117,318,82,0
404,404,3,0.33,116,117,504,79,2
404,404,2,0.1,116,117,541,96,0
404,404,2,0.1,116,117,144,20,0
404,404,1,0.25,116,117,157,86,0
404,404,1,0.25,116,117,359,13,0
404,404,2,0.1,116,117,455,78,0
404,404,2,0.1,116,117,676,45,0
405,405,0,0.5,95,96,47,53,0
405,405,0,0.5,95,96,350,65,0
405,405,1,0.25,95,96,101,87,0
405,405,1,0.25,95,96,658,97,0
405,405,2,0.1,95,96,374,44,0
405,405,2,0.1,95,96,549,69,0
405,405,3,0.33,95,96,359,22,2
406,406,2,0.1,38,39,659,26,0
406,406,1,0.25,38,39,138,64,0
406,406,2,0.1,38,39,301,19,0
406,406,0,0.5,38,39,194,44,0
406,406,1,0.25,38,39,532,65,0
406,406,3,0.25,38,39,132,57,3
406,406,0,0.5,38,39,206,37,0
406,406,0,0.5,38,39,313,54,0
406,406,2,0.1,38,39,105,9,0
406,406,1,0.25,38,39,613,85,0
407,407,4,0.5,34,35,640,31,0
407,407,2,0.1,34,35,343,85,0
407,407,2,0.1,34,35,425,24,0
407,407,1,0.25,34,35,450,75,0
407,407,1,0.25,34,35,354,15,0
407,407,2,0.1,34,35,70,16,0
407,407,3,0.25,34,35,570,97,3
407,407,4,0.23,34,35,345,79,0
407,407,3,0.25,34,35,540,11,3
407,407,1,0.25,34,35,66,21,0
407,407,3,0.33,34,35,667,71,2
407,407,4,0.02,34,35,74,35,0
407,407,1,0.25,34,35,675,32,0
407,407,1,0.25,34,35,16,5,0
407,407,2,0.1,34,35,677,83,0
407,407,2,0.1,34,35,27,90,0
407,407,2,0.1,34,35,532,2,0
407,407,2,0.1,34,35,463,86,0
407,407,2,0.1,34,35,395,99,0
407,407,1,0.25,34,35,319,23,0
407,407,1,0.25,34,35,328,95,0
407,407,2,0.1,34,35,681,65,0
408,408,2,0.1,42,43,257,61,0
408,408,2,0.1,42,43,158,45,0
408,408,2,0.1,42,43,84,36,0
408,408,2,0.1,42,43,545,70,0
408,408,0,0.5,42,43,401,65,0
408,408,2,0.1,42,43,561,3,0
408,408,2,0.1,42,43,408,40,0
408,408,1,0.25,42,43,298,46,0
408,408,2,0.1,42,43,331,98,0
408,408,0,0.5,42,43,651,41,0
408,408,3,0.25,42,43,60,86,3
408,408,2,0.1,42,43,546,78,0
408,408,2,0.1,42,43,441,9,0
408,408,2,0.1,42,43,309,22,0
408,408,2,0.1,42,43,275,43,0
409,409,0,0.5,67,68,258,28,0
409,409,2,0.1,67,68,331,93,0
409,409,1,0.25,67,68,456,3,0
409,409,0,0.5,67,68,323,73,0
409,409,4,0.02,67,68,82,17,0
409,409,2,0.1,67,68,68,69,0
409,409,2,0.1,67,68,693,42,0
409,409,3,0.25,67,68,383,94,3
409,409,1,0.25,67,68,232,37,0
409,409,1,0.25,67,68,498,65,0
409,409,2,0.1,67,68,659,51,0
409,409,1,0.25,67,68,12,49,0
409,409,4,0.5,67,68,121,63,0
409,409,2,0.1,67,68,469,50,0
409,409,3,0.5,67,68,639,25,1
409,409,1,0.25,67,68,429,40,0
409,409,3,0.25,67,68,426,59,3
409,409,2,0.1,67,68,350,24,0
409,409,1,0.25,67,68,222,84,0
409,409,2,0.1,67,68,216,62,0
409,409,2,0.1,67,68,275,67,0
409,409,0,0.5,67,68,292,36,0
410,410,0,0.5,107,108,446,28,0
410,410,2,0.1,107,108,21,79,0
410,410,3,0.25,107,108,111,68,3
410,410,1,0.25,107,108,85,31,0
410,410,2,0.1,107,108,454,45,0
411,411,2,0.1,56,57,415,57,0
411,411,1,0.25,56,57,423,52,0
411,411,2,0.1,56,57,473,22,0
412,412,2,0.1,52,53,692,99,0
412,412,1,0.25,52,53,291,78,0
412,412,1,0.25,52,53,247,69,0
412,412,3,0.33,52,53,539,12,2
412,412,2,0.1,52,53,295,56,0
412,412,1,0.25,52,53,376,27,0
412,412,1,0.25,52,53,400,26,0
412,412,3,0.25,52,53,699,76,3
412,412,4,0.12,52,53,77,5,0
412,412,3,0.25,52,53,655,23,3
412,412,1,0.25,52,53,389,65,0
412,412,1,0.25,52,53,226,89,0
412,412,3,0.33,52,53,673,14,2
412,412,1,0.25,52,53,167,33,0
412,412,1,0.25,52,53,229,39,0
412,412,2,0.1,52,53,185,66,0
412,412,1,0.25,52,53,697,84,0
412,412,0,0.5,52,53,419,71,0
412,412,4,0.07,52,53,538,94,0
412,412,1,0.25,52,53,496,48,0
412,412,4,0.02,52,53,82,35,0
412,412,1,0.25,52,53,566,17,0
412,412,2,0.1,52,53,218,36,0
412,412,2,0.1,52,53,412,57,0
412,412,1,0.25,52,53,616,28,0
413,413,1,0.25,137,138,232,15,0
413,413,2,0.1,137,138,483,24,0
413,413,2,0.1,137,138,603,44,0
413,413,1,0.25,137,138,108,53,0
413,413,1,0.25,137,138,565,26,0
413,413,1,0.25,137,138,142,12,0
413,413,3,0.25,137,138,163,5,3
414,414,2,0.1,14,15,361,68,0
414,414,2,0.1,14,15,181,25,0
414,414,2,0.1,14,15,14,20,0
414,414,2,0.1,14,15,653,35,0
414,414,1,0.25,14,15,359,99,0
414,414,2,0.1,14,15,13,67,0
414,414,2,0.1,14,15,15,7,0
414,414,0,0.5,14,15,99,74,0
414,414,1,0.25,14,15,642,46,0
414,414,2,0.1,14,15,666,49,0
414,414,1,0.25,14,15,78,41,0
414,414,1,0.25,14,15,163,78,0
414,414,1,0.25,14,15,512,54,0
414,414,2,0.1,14,15,285,98,0
414,414,0,0.5,14,15,414,94,0
414,414,3,0.25,14,15,572,90,3
414,414,1,0.25,14,15,508,80,0
414,414,2,0.1,14,15,509,37,0
414,414,2,0.1,14,15,668,9,0
414,414,3,0.25,14,15,46,8,3
414,414,2,0.1,14,15,696,55,0
414,414,2,0.1,14,15,495,43,0
414,414,0,0.5,14,15,600,76,0
414,414,2,0.1,14,15,298,31,0
414,414,0,0.5,14,15,395,12,0
414,414,2,0.1,14,15,588,91,0
415,415,3,0.25,137,138,114,62,3
416,416,2,0.1,34,35,639,14,0
416,416,0,0.5,34,35,256,59,0
416,416,0,0.5,34,35,375,30,0
416,416,2,0.1,34,35,11,22,0
416,416,0,0.5,34,35,279,58,0
416,416,4,0.14,34,35,580,53,0
416,416,1,0.25,34,35,611,13,0
416,416,2,0.1,34,35,599,75,0
416,416,2,0.1,34,35,243,55,0
416,416,3,0.25,34,35,540,33,3
416,416,2,0.1,34,35,66,60,0
416,416,1,0.25,34,35,44,31,0
416,416,3,0.25,34,35,147,90,3
416,416,2,0.1,34,35,614,6,0
416,416,2,0.1,34,35,411,97,0
416,416,2,0.1,34,35,463,66,0
416,416,4,0.44,34,35,52,86,0
416,416,2,0.1,34,35,203,63,0
417,417,2,0.1,35,36,179,20,0
417,417,1,0.25,35,36,90,67,0
417,417,4,0.11,35,36,604,13,0
417,417,1,0.25,35,36,220,4,0
417,417,2,0.1,35,36,558,5,0
417,417,0,0.5,35,36,519,69,0
418,418,2,0.1,99,100,70,84,0
418,418,1,0.25,99,100,551,71,0
418,418,2,0.1,99,100,337,37,0
418,418,2,0.1,99,100,94,45,0
418,418,1,0.25,99,100,625,10,0
419,419,2,0.1,18,19,640,93,0
419,419,2,0.1,18,19,575,78,0
419,419,2,0.1,18,19,532,9,0
419,419,2,0.1,18,19,110,82,0
419,419,2,0.1,18,19,490,57,0
419,419,1,0.25,18,19,676,61,0
419,419,2,0.1,18,19,307,88,0
419,419,1,0.25,18,19,571,53,0
419,419,1,0.25,18,19,103,41,0
419,419,2,0.1,18,19,538,45,0
420,420,3,0.33,115,116,504,32,2
420,420,2,0.1,115,116,600,92,0
420,420,1,0.25,115,116,86,58,0
421,421,2,0.1,120,121,350,21,0
421,421,3,0.25,120,121,387,88,3
421,421,2,0.1,120,121,494,61,0
421,421,1,0.25,120,121,243,74,0
421,421,2,0.1,120,121,182,3,0
421,421,2,0.1,120,121,458,66,0
421,421,1,0.25,120,121,212,44,0
421,421,2,0.1,120,121,280,25,0
421,421,3,0.25,120,121,374,5,3
421,421,1,0.25,120,121,49,99,0
421,421,2,0.1,120,121,71,91,0
421,421,2,0.1,120,121,16,43,0
421,421,3,0.25,120,121,106,47,3
421,421,2,0.1,120,121,357,55,0
421,421,2,0.1,120,121,9,64,0
421,421,0,0.5,120,121,410,14,0
421,421,2,0.1,120,121,443,12,0
421,421,1,0.25,120,121,254,62,0
421,421,0,0.5,120,121,348,63,0
421,421,1,0.25,120,121,562,65,0
422,422,2,0.1,83,84,644,69,0
422,422,1,0.25,83,84,437,40,0
422,422,1,0.25,83,84,527,47,0
422,422,2,0.1,83,84,150,34,0
422,422,1,0.25,83,84,343,53,0
422,422,1,0.25,83,84,164,12,0
422,422,1,0.25,83,84,663,98,0
422,422,0,0.5,83,84,339,17,0
422,422,2,0.1,83,84,655,82,0
422,422,2,0.1,83,84,408,92,0
422,422,0,0.5,83,84,121,21,0
423,423,2,0.1,83,84,561,66,0
423,423,4,0.02,83,84,237,2,0
423,423,4,0.13,83,84,30,18,0
423,423,2,0.1,83,84,568,61,0
423,423,2,0.1,83,84,601,75,0
423,423,2,0.1,83,84,681,95,0
423,423,4,0.11,83,84,518,48,0
423,423,4,0.13,83,84,178,46,0
423,423,2,0.1,83,84,441,59,0
423,423,2,0.1,83,84,330,34,0
423,423,2,0.1,83,84,295,67,0
423,423,3,0.33,83,84,263,94,2
423,423,2,0.1,83,84,437,14,0
423,423,1,0.25,83,84,638,0,0
423,423,2,0.1,83,84,435,39,0
423,423,4,0.23,83,84,345,93,0
423,423,1,0.25,83,84,44,53,0
424,424,3,0.25,136,137,645,79,3
424,424,1,0.25,136,137,300,19,0
424,424,4,0.35,136,137,447,64,0
424,424,2,0.1,136,137,4,55,0
424,424,0,0.5,136,137,393,97,0
424,424,0,0.5,136,137,305,47,0
424,424,1,0.25,136,137,58,18,0
424,424,0,0.5,136,137,462,36,0
424,424,1,0.25,136,137,658,91,0
424,424,2,0.1,136,137,175,62,0
424,424,0,0.5,136,137,122,35,0
424,424,1,0.25,136,137,379,87,0
424,424,2,0.1,136,137,37,22,0
424,424,0,0.5,136,137,198,42,0
424,424,2,0.1,136,137,567,16,0
424,424,0,0.5,136,137,94,65,0
424,424,2,0.1,136,137,69,50,0
424,424,1,0.25,136,137,51,83,0
424,424,2,0.1,136,137,628,52,0
424,424,2,0.1,136,137,110,25,0
424,424,0,0.5,136,137,283,99,0
424,424,0,0.5,136,137,466,38,0
424,424,2,0.1,136,137,133,59,0
424,424,1,0.25,136,137,611,73,0
424,424,3,0.25,136,137,166,74,3
425,425,2,0.1,27,28,669,38,0
425,425,3,0.25,27,28,371,39,3
425,425,2,0.1,27,28,246,35,0
426,426,2,0.1,92,93,238,27,0
426,426,2,0.1,92,93,120,15,0
426,426,0,0.5,92,93,611,0,0
426,426,1,0.25,92,93,255,51,0
426,426,4,0.2,92,93,413,75,0
426,426,1,0.25,92,93,683,3,0
426,426,1,0.25,92,93,173,22,0
426,426,1,0.25,92,93,448,80,0
426,426,2,0.1,92,93,43,79,0
426,426,2,0.1,92,93,493,58,0
426,426,1,0.25,92,93,318,63,0
426,426,2,0.1,92,93,296,59,0
426,426,4,0.11,92,93,604,88,0
426,426,2,0.1,92,93,655,93,0
426,426,1,0.25,92,93,412,39,0
426,426,0,0.5,92,93,186,94,0
426,426,2,0.1,92,93,520,95,0
426,426,2,0.1,92,93,146,85,0
427,427,2,0.1,87,88,550,55,0
427,427,2,0.1,87,88,375,82,0
427,427,3,0.25,87,88,565,94,3
427,427,2,0.1,87,88,290,9,0
427,427,2,0.1,87,88,139,90,0
427,427,1,0.25,87,88,682,4,0
427,427,1,0.25,87,88,210,76,0
427,427,1,0.25,87,88,599,17,0
427,427,2,0.1,87,88,430,1,0
427,427,4,0.17,87,88,177,51,0
427,427,2,0.1,87,88,201,49,0
428,428,1,0.25,45,46,589,79,0
428,428,4,0.15,45,46,685,68,0
428,428,1,0.25,45,46,158,44,0
428,428,2,0.1,45,46,240,46,0
428,428,2,0.1,45,46,425,9,0
428,428,2,0.1,45,46,567,1,0
428,428,2,0.1,45,46,593,72,0
428,428,4,0.02,45,46,237,97,0
428,428,4,0.05,45,46,108,38,0
429,429,1,0.25,22,23,270,60,0
429,429,2,0.1,22,23,698,61,0
429,429,0,0.5,22,23,78,14,0
429,429,1,0.25,22,23,393,58,0
429,429,3,0.25,22,23,334,31,3
429,429,1,0.25,22,23,594,42,0
429,429,2,0.1,22,23,66,33,0
429,429,2,0.1,22,23,482,19,0
429,429,1,0.25,22,23,246,65,0
429,429,3,0.33,22,23,44,81,2
429,429,2,0.1,22,23,669,59,0
429,429,1,0.25,22,23,692,46,0
429,429,2,0.1,22,23,63,98,0
429,429,1,0.25,22,23,125,85,0
429,429,1,0.25,22,23,46,56,0
429,429,1,0.25,22,23,271,53,0
429,429,1,0.25,22,23,283,51,0
429,429,2,0.1,22,23,489,79,0
429,429,1,0.25,22,23,490,91,0
429,429,2,0.1,22,23,507,3,0
429,429,2,0.1,22,23,388,18,0
429,429,1,0.25,22,23,314,55,0
429,429,1,0.25,22,23,132,83,0
429,429,2,0.1,22,23,660,36,0
429,429,1,0.25,22,23,170,0,0
429,429,1,0.25,22,23,674,45,0
430,430,2,0.1,50,51,394,24,0
431,431,3,0.25,130,131,559,70,3
431,431,1,0.25,130,131,421,23,0
431,431,1,0.25,130,131,36,29,0
431,431,1,0.25,130,131,104,15,0
431,431,1,0.25,130,131,488,34,0
431,431,2,0.1,130,131,673,8,0
431,431,2,0.1,130,131,617,5,0
431,431,2,0.1,130,131,695,36,0
431,431,1,0.25,130,131,550,91,0
431,431,2,0.1,130,131,88,6,0
431,431,0,0.5,130,131,134,86,0
431,431,1,0.25,130,131,27,26,0
431,431,2,0.1,130,131,151,25,0
431,431,1,0.25,130,131,312,24,0
431,431,1,0.25,130,131,462,71,0
431,431,2,0.1,130,131,21,64,0
431,431,1,0.25,130,131,657,38,0
431,431,1,0.25,130,131,47,81,0
431,431,1,0.25,130,131,153,85,0
431,431,3,0.25,130,131,447,57,3
431,431,2,0.1,130,131,49,67,0
431,431,2,0.1,130,131,398,19,0
431,431,1,0.25,130,131,418,28,0
431,431,2,0.1,130,131,220,63,0
431,431,2,0.1,130,131,479,44,0
431,431,2,0.1,130,131,523,14,0
431,431,2,0.1,130,131,688,93,0
431,431,0,0.5,130,131,370,54,0
431,431,1,0.25,130,131,390,62,0
432,432,2,0.1,38,39,692,65,0
432,432,1,0.25,38,39,43,43,0
432,432,2,0.1,38,39,552,96,0
432,432,3,0.33,38,39,34,30,2
432,432,2,0.1,38,39,415,48,0
432,432,2,0.1,38,39,383,1,0
432,432,1,0.25,38,39,117,3,0
432,432,0,0.5,38,39,80,54,0
432,432,2,0.1,38,39,460,78,0
432,432,4,0.28,38,39,541,26,0
432,432,0,0.5,38,39,174,11,0
432,432,1,0.25,38,39,497,61,0
432,432,0,0.5,38,39,659,55,0
432,432,2,0.1,38,39,330,71,0
432,432,1,0.25,38,39,209,38,0
432,432,2,0.1,38,39,198,91,0
432,432,1,0.25,38,39,23,15,0
432,432,2,0.1,38,39,586,45,0
432,432,4,0.23,38,39,345,66,0
432,432,2,0.1,38,39,167,12,0
432,432,2,0.1,38,39,130,18,0
432,432,2,0.1,38,39,259,81,0
432,432,1,0.25,38,39,325,68,0
432,432,4,0.32,38,39,384,33,0
432,432,1,0.25,38,39,208,82,0
432,432,0,0.5,38,39,213,47,0
